debido,causa
TRAUMATISMO CRANEO ENCEFALICO ABIERTO POR HERIDA PERFORANTE POR PAF,SIN REGISTRO
TRAUMATISMO PERFORANTE EN TORAX POR PAF,SIN REGISTRO
POS OPERADO DE TRAUMA ABDOMINAL POR PAF,SIN REGISTRO
TRAUMATISMOS PERFORANTES Y PENETRANTES EN CRÁNEO Y TÓRAX POR PAF.,SIN REGISTRO
3 HERIDAS EN LA REGION FASIOCERVICAL CORAZA ABDOMINAL DE CURSO PERFORANTE (01) Y PENETRANTE (02) POZ PAF,SIN REGISTRO
TRAUMATISMO ENCEFALOCRANEANO SEVERO TRAUMATISMO TORACICO ABIERTO POR PAF,SIN REGISTRO
CERRADO Y POR PAF,SIN REGISTRO
TRAUMATISMO TORÁCICO ABDOMINAL ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO CRÁNEO ENCEFÁLICO - CERVICO TORÁCICO - ABDOMINAL ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO CRÁNEO CERVICAL ´POR PAF,SIN REGISTRO
TRAUMATISMO ENCEFALICO TORACICO ABDOMINAL ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO CRANEO ENCEFALICO Y CERVICAL POR PAF,SIN REGISTRO
HERIDAS PENETRANTES LUMBAR Y DE HOMBRO IZQUIERDO POR PAF,SIN REGISTRO
AGENTE CONTUNDENTE DE GRAN PESO Y-O VIOLENCIA Y-O VELOCIDAD,SIN REGISTRO
AGENTE CONTUNDENTE DE GRAN PESO Y-O VIOLENCIA Y-O VELOCIDAD.,SIN REGISTRO
POST OPERADO DE CRANEOTOMIA POR IMPACTO DE PAF HACE 3 AÑOS APROXIMADAMENTE.,SIN REGISTRO
TRAUMATISMO ABDOMINAL PENETRANTE POR PAF.,SIN REGISTRO
TRAUMATISMO TORACICO ABIERTO POR IMPACTO DE PAF,SIN REGISTRO
MUERTE VIOLENTA,SIN REGISTRO
VIOLENTA,SIN REGISTRO
HERIDAS MÚLTIPLES EN EL CUERPO POR PAF,SIN REGISTRO
HERIDAD POR PAF EN MULTIPLES PARTES DEL CUERPO,SIN REGISTRO
POR PAF,SIN REGISTRO
TRAUMATISMOS SUPERFICIALES QUE AFECTAN EL TÓRAX ABIERTO POR PAF,T001
HERIDAS PERFORANTES TORAX POR PAF,T011
HERIDAS DE CURSO PERFORANTE 01 EN REGIÓN CERVICAL Y DE CUERSO PENETRANTE 01 EN BRAZO IZQUIERDO - TÓRAX POR PAF,T018
HERIDAS MULTIPLES POR PAF,T019
HERIDAS POR PAF EN TÓRAX ABDOMEN MIEMBROS SUPERIORES Y MIEMBRO INFERIOR IZQUIERDO,T019
HERIDAS POR PAF EN TORAX Y REGION LUMBAR,T019
TRAUMATISMO TORACICO ABDOMINAL ABIERTO POR PAF,T047
TRAUMATISMO CRANEO ENCEFALICO ABIERTO POR PAF,T060
TRAUMATISMO CRANEO ENCEFALO ABIERTO POR PAF,T060
POLITRAUMATIZADO POR PAF,T068
TRAUMATISMO MÚLTIPLE POR PAF,T07X
TRAUMATISMO MULTIPLE POR PAF,T07X
TRAUMATISMO CRANEO ENCEFALICO X PAF,T07X
TRAUMATISAMO TORACICO ABIERTO POR PAF,T07X
TRAUMATISMO ENCEFALICO POR PAF,T07X
TRAUMATISMO TORAXICO ABIERTO POR PAF,T07X
TRAUMATISMOS MÚLTIPLES ABIERTO POR PAF,T07X
TRAUMATISMO CRANEO ENCEFALICO POR PAF,T07X
TRAUMATISMO TORACICO POR PAF,T098
HERIDA PERFORANTE POR PAF CON COMPROMISO CARDIACO,T131
HERIDA DE BALA EN CRANEO,T141
TRAUMATISMO TORACICO POR PAF,T141
HERIDA PENETRANTE POR PAF,T141
TRAUMATISMO TORACICO ABIERTO POR PAF,T141
TRAUMA ABDOMINAL POR PAF,T141
TRAUMATISMO PERFORANTE POR PAF,T141
HERIDAS MULTIPLES POR PAF,T141
HERIDA PENETRANTE EN TÓRAX POR PAF,T141
HERIDA PERFORANTE EN TORAX POR PAF,T141
HERIDA PENETRANTE EN TÓRAX POR PROYECTIL DE BALA E FUEGO,T141
HERIDA ABIERTA TORAXICA POR PAF,T148
TRAUMATISMO TORÁXICO ABIERTO POR PAF,T148
HERIDA EN CRANEO POR PAF,T148
TRAUMATISMO TORACO ABDOMINAL MULTIPLE POR PAF,T149
TRAUMATISMO TORÁCICO POR PAF,T149
TRAUMATISMO ABIERTO DE MIEMBRO INFERIOR IZQUIERDO POR PAF,T149
HERIDA PERFORANTE PAF,T149
TRAUMATISMO TORACICO POR PAF,T149
LACERACION POR PAF EN TEJIDO CARDIACO,T812
LACERACIÓN PAF EN MIOCARDIO,T812
PERFORACION DE ORGANOS VASOS POR PAF,T812
MUERTE VIOLENTA ACCIDENTE DE TRANSITO,V011
FRAGMENTO DE PAF,V099
HERIDA MULTIPLES POR PAF,W340
HERIDA POR PAF Y CRANEO Y TORAX,W340
TRAUMA CRÁNEO FACIAL POR PAF,W344
HERIDA POR PAF EN CRANEO,W348
HERIDA POR PAF,W348
TRAUMATISMO TORAXICO PERFORANTE POR PAF,W348
HERIDA POR PAF. (PROBABLE ARMA DE FUEGO),W349
HERIDA PERFORANTE POR PAF.,W349
TEC GRAVE POR PAF,W349
TRAUMATISMO TURACICO PAF,W349
TRAUMATISMO TORACICO PAF,W349
TRAUMATISMO CRANEANA POR PAF,W349
TRAUMATISMO TORAXICO ABDOMINAL POR PAF,W349
HERIDA PENETRANTE EN TORAX Y CUELLO POR BALA,W349
GTRAUAMTISMO C ORPORALES PERFORANTE POR PAF,W349
HERIDA PERFORANTE POR PAF,W349
HERIDA EN TORAX POR PAF,W349
HERIDAS PENETRANTES Y PERFORANTES POR PAF,W349
POR PAF,W349
TRAUMATISMO TORAXICO POR PAF,W349
TRAUMATISMO CRANEO ENCEFALICA POR PAF,W759
TRAUMATISMO MULTIPLE POR PAF,X439
HERIDA POR PAF EN CAVIDAD CRANEANA,X729
HERIDA POR PAF,X729
TRAUMA CERVICAL ABIERTO POR PAF,X729
TRAUMATISMO TÓRAXICO ABIERTO POR PAF,X729
HERIDA PAF EN REGIÓN TORÁXICO,X729
TRAUMATISMO TORAXICO ABIERTO POR PAF,X729
TRAUMATISMO ENCEFALOCRANEANO ABIERTO POR PAF,X730
HERIDA POR PAF PERFORANTE EN CABEZA,X930
HERIDAS MULTIPLES POR PAF PERFORANTE EN CARA Y TORAX,X930
HERIDA PENETRANTE EN CABEZA Y PERFORANTE EN 1ER DEDO DE MANO DERECHA POR PAF,X930
HERIDA POR PAF EN CARA,X930
HERIDA PENETRANTE EN CABEZA POR PAF,X930
HERIDAS POR PAF EN CABEZA,X930
TRAUMATISMO TORÁCICO POR PAF,X930
HERIDA POR PROYECTIL DE ARMA DE FUEGO - PAF,X930
HERIDAS PENETRANTES EN EL CUELLO-REGION DELTOIDEA-ABDOMEN-Y PERFORANTE EN MUSLO POR PAF,X934
HERIDAS PERFORANTES EN TORAX Y MIEMBRO SUPERIOR Y PENETRANTES EN TORAX POR PAF,X934
HERIDA POR PROYECTIL DE ARMA DE FUEGO - PAF,X934
HERIDA PERFORANTE TORACOABDOMINAL POR PAF,X939
TCE SEVERO POR PAF,X939
TRAUMATISMO MULTIPLES PAF,X939
TRAUMATISMO TORACICO ABIERTO POR PAF,X939
TRAUMATISMO CRANEOENCEFALICO ABIERTO POR PAF,X939
TRAUMATISMO TRONCO AGDOMINAL ABIERTO POR PAF,X939
HERIDA PERFORANTE EN EL TORAX POR PAF,X939
HERIDA PENETRANTE EN CABEZA POR PAF.,X939
HERIDA PENETRANTE POR PAF TORAX Y CEDO IZQUIERDO,X939
HERIDA PENETRANTE POR PAF EN LA CABEZA,X939
HERIDA PENETRANTE POR PAF,X939
HERIDA PERFORANTE POR PAF,X939
HERIDA PENETRANTE POR PAF,X950
HERIDA POR PAF,X950
HERIDA PERFORANTE EN CABEZA PAF,X950
TRAUMATISMO TORACICO-ABDOMINAL POR PAF,X950
HERIDA PERFORANTE POR PAF,X950
HERIDAS POR PAFEN ABD Y TORAX,X950
TRAUMA TORACICO POR PAF,X950
HERIDA PERFORANTE EN TORAX POR PAF,X954
TRAUMATISMO LUMBAR POR PAF,X954
TRAUMA TORÁCICO ABIERTO POR PAF,X954
TRAUMA ABDOMINAL POR PAF,X958
TRAUMATISMO TORACICO ABIERTO POR PAF,X958
TRAUMATISMO FACIAL POR PAF,X958
TRAUMA ORGANICO MULTIPLE POR PAF,X959
HERIDA PENETRANTE EN CABEZA POR PAF,X959
HERIDAS POR PAF EN:,X959
HOMICIDIO POR PROYECTIL DE ARMA DE FUEGO,X959
HERIDA POR PAF,X959
HERIDAS MULTIPLES POR PAF,X959
TRAUMATISMO ENCEFALO CRANEANO POR PAF,X959
HERIDA PENETRANTE TORAX ANT PAF,X959
HERIDA PENETRANTE EN ABDOMEN POR PAF,X959
HERIDA PENETRANTE EN TORAX POR PAF,X959
HERIDA OCULAR PENETRANTE POR PAF,X959
HERIDA PENETRANTE EN TÓRAX POR PAF,X959
HERIDA PERFORANTE Y PENETRANTES DE CRANEO POR PAF,X959
HOMICIDIO POR ARMA DE FUEGO,X959
HERIDA PENETRANTE CABEZA (02) PERFORANTE TORAX (01) BRAZO DERECHO (01) MUSLO DERECHO (01) POR PAF,X959
HERIDA PENETRANTE EN TORAX PAF,X959
AGRESION POR PAF (PROBABLE ARMA DE FUEGO,X959
HERIDAS MULTIPLE POR PAF EN CABEZA,X959
HOMICIDIO X PAF,X959
1.- HERIDA PENETRANTE POR PAF EN TORAX Y HERIDA PERFORANTE POR PAF EN ABDOMEN 2.- HERIDAS PERFORANTES POR PAF EN MIEMBROS INFERIORES,X959
TRAUMATISMO TORACICO ABIERTO POR PAF,X959
01 HERIDA PENETRANTE EN TORAX POR PAF,X999
HERIDAD PERFORANTE POR PAF EN CABEZA,X999
HERIDA PENETRANTE EN SACRO POR PAF,X999
HERIDAS PERFORANTES POR PAF,X999
HERIDA PERFORANTE POR PAF,X999
HERIDA PERFORANTE OCASIONADA POR PAF,X999
LESIONES OCASIONADAS POR PAF,X999
HOMICIDIO,X999
HERIDA PERFORANTE CERVICO FACIAL POR PAF.,Y229
DISPARO DE ARMA PAF,Y229
TRAUMA TORÁCICO POR PAF,Y230
HERIDA PERFORANTE EN CABEZA X PAF,Y249
TRAUMA TORACICO POR PAF,Y249
HERIDA POR PAF EN CAVIDAD TORAXICA,Y249
HERIDA PERFORANTE EN REGION TORACOABDOMINAL POR PAF,Y249
HERIDA POR PAF EN REGION ABDOMINAL,Y249
TRAUMATISMO CRANEO ENCEFALICO POR PAF,Y350
TRAUMATISMO VASCULAR POR PAF EN MIEMBROS INFERIORES,S757
TRAUMATISMO EN MUSLO DERECHO ABIERTO POR PAF,S798
HERIDA PERFORANTE EN CABEZA POR PAF,W320
TRAUMATISMO ENCEFALO CRANEANO GRAVE ABIERTA POR PAF,W347
MULTIPLES HERIDAS PERFORANTES DE PAF,W347
HERIDAS PRODUCIDAS POR PAF,X220
HERIDA PENETRANTE EN CABEZA POR PAF,X938
HOMICIDIO,Y099
DOS HERIDAD PERFORANTES POR PAF,Y240
TRAUMA CRANEOENCEFÁLICO SEVERO POR PAF,Y244
HOMICIDIO (AGRESIONES),Y871
TRAUMATISMO CERVICAL ABIERTO POR PAF,S145
TRAUMATISMO EN HOMBRO IZQUIERDO ABIERTO POR PAF,S47X
TRAUMATISMO DE MIEMBRO SUPERIOR IZQUIERDO POR PAF,S498
TRAUMATISMO CRANEO ENCEFALICO POR PAF,Y090
